District,School DBN,School Name,School Year,Attendence Rate,Absense Rate
10,10X390,M.S. 390 ,2019,0.948828888,0.050248653
10,10X390,M.S. 390 ,2020,0.945405002,0.054263496
10,10X390,M.S. 390 ,2021,0.933675197,0.066241474
10,10X391,The Angelo Patri Middle School ,2016,0.925178316,0.074821684
10,10X391,The Angelo Patri Middle School ,2017,0.923183384,0.076816616
10,10X391,The Angelo Patri Middle School ,2018,0.910778615,0.089221385
10,10X391,The Angelo Patri Middle School ,2019,0.917472761,0.082479677
10,10X391,The Angelo Patri Middle School ,2020,0.91960355,0.08039645
10,10X391,The Angelo Patri Middle School ,2021,0.872393091,0.127523892
10,10X447,Creston Academy ,2016,0.93388352,0.06611648
10,10X447,Creston Academy ,2017,0.929913173,0.070086827
10,10X447,Creston Academy ,2018,0.933186455,0.066813545
10,10X447,Creston Academy ,2019,0.938283202,0.06047933
10,10X447,Creston Academy ,2020,0.946718545,0.053129315
10,10X447,Creston Academy ,2021,0.907028724,0.092971276
20,20K030,P.S./I.S. 30 Mary White Ovington ,2016,0.953993157,0.046006843
20,20K030,P.S./I.S. 30 Mary White Ovington ,2017,0.952343551,0.047656449
20,20K030,P.S./I.S. 30 Mary White Ovington ,2018,0.957807649,0.042192351
20,20K030,P.S./I.S. 30 Mary White Ovington ,2019,0.956279909,0.043448765
20,20K030,P.S./I.S. 30 Mary White Ovington ,2020,0.953099683,0.046855821
20,20K030,P.S./I.S. 30 Mary White Ovington ,2021,0.9192497,0.080714758
20,20K062,J.H.S. 062 Ditmas ,2016,0.954370569,0.045629431
20,20K062,J.H.S. 062 Ditmas ,2017,0.953365872,0.046634128
20,20K062,J.H.S. 062 Ditmas ,2018,0.948801627,0.051198373
20,20K062,J.H.S. 062 Ditmas ,2019,0.943944064,0.055780617
20,20K062,J.H.S. 062 Ditmas ,2020,0.938962308,0.060815555
20,20K062,J.H.S. 062 Ditmas ,2021,0.874539129,0.125460871
20,20K104,P.S./I.S. 104 The Fort Hamilton School ,2016,0.957531686,0.042468314
20,20K104,P.S./I.S. 104 The Fort Hamilton School ,2017,0.956288279,0.043711721
20,20K104,P.S./I.S. 104 The Fort Hamilton School ,2018,0.950527401,0.049472599
20,20K104,P.S./I.S. 104 The Fort Hamilton School ,2019,0.951178434,0.048626804
20,20K104,P.S./I.S. 104 The Fort Hamilton School ,2020,0.951103245,0.048847117
20,20K104,P.S./I.S. 104 The Fort Hamilton School ,2021,0.953711811,0.046288189
20,20K163,P.S. 163 Bath Beach ,2016,0.954835248,0.045164752
20,20K163,P.S. 163 Bath Beach ,2017,0.950552155,0.049447845
20,20K163,P.S. 163 Bath Beach ,2018,0.945767161,0.054232839
20,20K163,P.S. 163 Bath Beach ,2019,0.944233764,0.05573827
20,20K163,P.S. 163 Bath Beach ,2020,0.943190453,0.056697974
20,20K163,P.S. 163 Bath Beach ,2021,0.918947191,0.081052809
20,20K180,The SEEALL Academy ,2016,0.960616059,0.039383941
20,20K180,The SEEALL Academy ,2017,0.958886136,0.041113864
20,20K180,The SEEALL Academy ,2018,0.963950912,0.036049088
20,20K180,The SEEALL Academy ,2019,0.965874776,0.033605812
20,20K180,The SEEALL Academy ,2020,0.963049898,0.036802718
20,20K180,The SEEALL Academy ,2021,0.953297841,0.046702159
20,20K187,The Christa McAuliffe School\I.S. 187 ,2016,0.983003488,0.016996512
20,20K187,The Christa McAuliffe School\I.S. 187 ,2017,0.980826862,0.019173138
20,20K187,The Christa McAuliffe School\I.S. 187 ,2018,0.981737191,0.018262809
20,20K187,The Christa McAuliffe School\I.S. 187 ,2019,0.982962321,0.016824369
20,20K187,The Christa McAuliffe School\I.S. 187 ,2020,0.981062644,0.018928501
20,20K187,The Christa McAuliffe School\I.S. 187 ,2021,0.981428399,0.018571601
20,20K192,P.S. 192 - The Magnet School for Math and Science Inquiry ,2016,0.940088866,0.059911134
20,20K192,P.S. 192 - The Magnet School for Math and Science Inquiry ,2017,0.936864859,0.063135141
20,20K192,P.S. 192 - The Magnet School for Math and Science Inquiry ,2018,0.932699901,0.067300099
20,20K192,P.S. 192 - The Magnet School for Math and Science Inquiry ,2019,0.936854309,0.062844112
20,20K192,P.S. 192 - The Magnet School for Math and Science Inquiry ,2020,0.935203846,0.064327205
20,20K192,P.S. 192 - The Magnet School for Math and Science Inquiry ,2021,0.916867554,0.083132446
20,20K201,J.H.S. 201 The Dyker Heights ,2016,0.970068323,0.029931677
20,20K201,J.H.S. 201 The Dyker Heights ,2017,0.968040282,0.031959718
20,20K201,J.H.S. 201 The Dyker Heights ,2018,0.971509033,0.028490967
20,20K201,J.H.S. 201 The Dyker Heights ,2019,0.969338161,0.030570549
20,20K201,J.H.S. 201 The Dyker Heights ,2020,0.968484031,0.031336434
20,20K201,J.H.S. 201 The Dyker Heights ,2021,0.951791431,0.048208569
20,20K220,J.H.S. 220 John J. Pershing ,2016,0.956036915,0.043963085
20,20K220,J.H.S. 220 John J. Pershing ,2017,0.953740984,0.046259016
20,20K220,J.H.S. 220 John J. Pershing ,2018,0.94589259,0.05410741
20,20K220,J.H.S. 220 John J. Pershing ,2019,0.963429656,0.036190434
20,20K220,J.H.S. 220 John J. Pershing ,2020,0.960639328,0.039308421
20,20K220,J.H.S. 220 John J. Pershing ,2021,0.909428594,0.090571406
20,20K223,J.H.S. 223 The Montauk ,2016,0.958714254,0.041285746
20,20K223,J.H.S. 223 The Montauk ,2017,0.955308997,0.044691003
20,20K223,J.H.S. 223 The Montauk ,2018,0.960037064,0.039962936
20,20K223,J.H.S. 223 The Montauk ,2019,0.957912516,0.042075505
20,20K223,J.H.S. 223 The Montauk ,2020,0.956919536,0.043080464
20,20K223,J.H.S. 223 The Montauk ,2021,0.930567129,0.069432871
20,20K227,J.H.S. 227 Edward B. Shallow ,2016,0.961939493,0.038060507
20,20K227,J.H.S. 227 Edward B. Shallow ,2017,0.958284807,0.041715193
20,20K227,J.H.S. 227 Edward B. Shallow ,2018,0.961262421,0.038737579
20,20K227,J.H.S. 227 Edward B. Shallow ,2019,0.961171282,0.038814912
20,20K227,J.H.S. 227 Edward B. Shallow ,2020,0.955933011,0.044035425
20,20K227,J.H.S. 227 Edward B. Shallow ,2021,0.921174555,0.078825445
20,20K229,P.S. 229 Dyker ,2016,0.963961465,0.036038535
20,20K229,P.S. 229 Dyker ,2017,0.966417962,0.033582038
20,20K229,P.S. 229 Dyker ,2018,0.963791344,0.036208656
20,20K229,P.S. 229 Dyker ,2019,0.962933614,0.03666199
20,20K229,P.S. 229 Dyker ,2020,0.952155224,0.047358985
20,20K229,P.S. 229 Dyker ,2021,0.952171014,0.047828986
20,20K259,J.H.S. 259 William Mckinley ,2016,0.961059854,0.038940146
20,20K259,J.H.S. 259 William Mckinley ,2017,0.960196386,0.039803614
20,20K259,J.H.S. 259 William Mckinley ,2018,0.961349348,0.038650652
20,20K259,J.H.S. 259 William Mckinley ,2019,0.963515093,0.036390382
20,20K259,J.H.S. 259 William Mckinley ,2020,0.960057274,0.039938041
20,20K259,J.H.S. 259 William Mckinley ,2021,0.974623219,0.025376781
20,20K609,Urban Assembly School for Criminal Justice ,2016,0.919944821,0.080055179
20,20K609,Urban Assembly School for Criminal Justice ,2017,0.911783875,0.088216125
20,20K609,Urban Assembly School for Criminal Justice ,2018,0.915895004,0.084104996
20,20K609,Urban Assembly School for Criminal Justice ,2019,0.884254544,0.076517342
20,20K609,Urban Assembly School for Criminal Justice ,2020,0.913201296,0.066206443
20,20K609,Urban Assembly School for Criminal Justice ,2021,0.934607527,0.065392473
20,20K686,Brooklyn School of Inquiry ,2016,0.964361847,0.035638153
20,20K686,Brooklyn School of Inquiry ,2017,0.959591997,0.040408003
20,20K686,Brooklyn School of Inquiry ,2018,0.954505076,0.045494924
20,20K686,Brooklyn School of Inquiry ,2019,0.956710782,0.043289218
20,20K686,Brooklyn School of Inquiry ,2020,0.948497254,0.051388758
20,20K686,Brooklyn School of Inquiry ,2021,0.990498906,0.009501094
20,20K936,M.S. 936 ,2019,n/a,n/a
20,20K936,M.S. 936 ,2020,n/a,n/a
20,20K936,M.S. 936 ,2021,0.9635389,0.0364611
24,24Q005,I.S. 5 - The Walter Crowley Intermediate School ,2016,0.965889303,0.034110697
24,24Q005,I.S. 5 - The Walter Crowley Intermediate School ,2017,0.964634745,0.035365255
24,24Q005,I.S. 5 - The Walter Crowley Intermediate School ,2018,0.961980035,0.038019965
24,24Q005,I.S. 5 - The Walter Crowley Intermediate School ,2019,0.958840407,0.0411502
24,24Q005,I.S. 5 - The Walter Crowley Intermediate School ,2020,0.961451132,0.038355904
24,24Q005,I.S. 5 - The Walter Crowley Intermediate School ,2021,0.923634654,0.076361877
24,24Q049,P.S. 049 Dorothy Bonawit Kole ,2016,0.95574509,0.04425491
24,24Q049,P.S. 049 Dorothy Bonawit Kole ,2017,0.950224949,0.049775051
24,24Q049,P.S. 049 Dorothy Bonawit Kole ,2018,0.950923592,0.049076408
24,24Q049,P.S. 049 Dorothy Bonawit Kole ,2019,0.954443593,0.045509993
24,24Q049,P.S. 049 Dorothy Bonawit Kole ,2020,0.952295316,0.047704684
24,24Q049,P.S. 049 Dorothy Bonawit Kole ,2021,0.95093884,0.04906116
24,24Q061,I.S. 061 Leonardo Da Vinci ,2016,0.949093011,0.050906989
24,24Q061,I.S. 061 Leonardo Da Vinci ,2017,0.9487389,0.0512611
24,24Q061,I.S. 061 Leonardo Da Vinci ,2018,0.945868775,0.054131225
24,24Q061,I.S. 061 Leonardo Da Vinci ,2019,0.937014069,0.059373014
24,24Q061,I.S. 061 Leonardo Da Vinci ,2020,0.940453171,0.059454997
24,24Q061,I.S. 061 Leonardo Da Vinci ,2021,0.884996662,0.115003338
24,24Q073,I.S. 73 - The Frank Sansivieri Intermediate School ,2016,0.957523665,0.042476335
24,24Q073,I.S. 73 - The Frank Sansivieri Intermediate School ,2017,0.95489018,0.04510982
24,24Q073,I.S. 73 - The Frank Sansivieri Intermediate School ,2018,0.954620828,0.045379172
24,24Q073,I.S. 73 - The Frank Sansivieri Intermediate School ,2019,0.956491381,0.043385449
24,24Q073,I.S. 73 - The Frank Sansivieri Intermediate School ,2020,0.953740252,0.046181997
24,24Q073,I.S. 73 - The Frank Sansivieri Intermediate School ,2021,0.938512216,0.061485047
24,24Q077,I.S. 077 ,2016,0.93729603,0.06270397
24,24Q077,I.S. 077 ,2017,0.935323603,0.064676397
24,24Q077,I.S. 077 ,2018,0.928299761,0.071700239
24,24Q077,I.S. 077 ,2019,0.923203103,0.076666184
24,24Q077,I.S. 077 ,2020,0.92729634,0.072564925
24,24Q077,I.S. 077 ,2021,0.915526009,0.084385243
24,24Q087,P.S./I.S. 087 Middle Village ,2016,0.916854849,0.083145151
24,24Q087,P.S./I.S. 087 Middle Village ,2017,0.912204794,0.087795206
24,24Q087,P.S./I.S. 087 Middle Village ,2018,0.909106955,0.090893045
24,24Q087,P.S./I.S. 087 Middle Village ,2019,0.927112582,0.072249012
24,24Q087,P.S./I.S. 087 Middle Village ,2020,0.92830079,0.071198188
24,24Q087,P.S./I.S. 087 Middle Village ,2021,0.938210176,0.061789824
24,24Q093,I.S. 093 Ridgewood ,2016,0.946375333,0.053624667
24,24Q093,I.S. 093 Ridgewood ,2017,0.945101741,0.054898259
24,24Q093,I.S. 093 Ridgewood ,2018,0.942252136,0.057747864
24,24Q093,I.S. 093 Ridgewood ,2019,0.942917098,0.056749402
24,24Q093,I.S. 093 Ridgewood ,2020,0.941645502,0.058354498
24,24Q093,I.S. 093 Ridgewood ,2021,0.924186824,0.075813176
24,24Q102,P.S. 102 Bayview ,2016,0.96037474,0.03962526
24,24Q102,P.S. 102 Bayview ,2017,0.961477294,0.038522706
24,24Q102,P.S. 102 Bayview ,2018,0.961348642,0.038651358
24,24Q102,P.S. 102 Bayview ,2019,0.959971832,0.039291872
24,24Q102,P.S. 102 Bayview ,2020,0.95446053,0.045295287
24,24Q102,P.S. 102 Bayview ,2021,0.959410083,0.040575967
24,24Q113,P.S./I.S. 113 Anthony J. Pranzo ,2016,0.958761217,0.041238783
24,24Q113,P.S./I.S. 113 Anthony J. Pranzo ,2017,0.954166641,0.045833359
24,24Q113,P.S./I.S. 113 Anthony J. Pranzo ,2018,0.951540852,0.048459148
24,24Q113,P.S./I.S. 113 Anthony J. Pranzo ,2019,0.951718083,0.048224755
24,24Q113,P.S./I.S. 113 Anthony J. Pranzo ,2020,0.951970667,0.047728364
24,24Q113,P.S./I.S. 113 Anthony J. Pranzo ,2021,0.966593019,0.033406981
24,24Q119,I.S. 119 The Glendale ,2016,0.955941905,0.044058095
24,24Q119,I.S. 119 The Glendale ,2017,0.955368008,0.044631992
24,24Q119,I.S. 119 The Glendale ,2018,0.953557443,0.046442557
24,24Q119,I.S. 119 The Glendale ,2019,0.957831053,0.042076849
24,24Q119,I.S. 119 The Glendale ,2020,0.95718997,0.042803442
24,24Q119,I.S. 119 The Glendale ,2021,0.96767454,0.031956643
24,24Q125,I.S. 125 Thom J. McCann Woodside ,2016,0.953084281,0.046915719
24,24Q125,I.S. 125 Thom J. McCann Woodside ,2017,0.948785337,0.051214663
24,24Q125,I.S. 125 Thom J. McCann Woodside ,2018,0.954504268,0.045495732
24,24Q125,I.S. 125 Thom J. McCann Woodside ,2019,0.952207554,0.047677254
24,24Q125,I.S. 125 Thom J. McCann Woodside ,2020,0.955733181,0.044219049
24,24Q125,I.S. 125 Thom J. McCann Woodside ,2021,0.906932931,0.093067069
24,24Q128,"P.S. 128 The Lorraine Tuzzo, Juniper Valley Elementary School ",2016,0.959004005,0.040995995
24,24Q128,"P.S. 128 The Lorraine Tuzzo, Juniper Valley Elementary School ",2017,0.955452585,0.044547415
24,24Q128,"P.S. 128 The Lorraine Tuzzo, Juniper Valley Elementary School ",2018,0.954782477,0.045217523
24,24Q128,"P.S. 128 The Lorraine Tuzzo, Juniper Valley Elementary School ",2019,0.955999292,0.043900176
24,24Q128,"P.S. 128 The Lorraine Tuzzo, Juniper Valley Elementary School ",2020,0.954614199,0.045331368
24,24Q128,"P.S. 128 The Lorraine Tuzzo, Juniper Valley Elementary School ",2021,0.970336488,0.029663512
24,24Q311,Corona Arts & Sciences Academy ,2016,0.968670006,0.031329994
24,24Q311,Corona Arts & Sciences Academy ,2017,0.969183082,0.030816918
24,24Q311,Corona Arts & Sciences Academy ,2018,0.961464429,0.038535571
24,24Q311,Corona Arts & Sciences Academy ,2019,0.9584575,0.041498543
24,24Q311,Corona Arts & Sciences Academy ,2020,0.951509037,0.048490963
24,24Q311,Corona Arts & Sciences Academy ,2021,0.895563945,0.104436055
24,24Q560,"Robert F. Wagner, Jr. Secondary School for Arts and Technology ",2016,0.91051325,0.08948675
24,24Q560,"Robert F. Wagner, Jr. Secondary School for Arts and Technology ",2017,0.93484132,0.06515868
24,24Q560,"Robert F. Wagner, Jr. Secondary School for Arts and Technology ",2018,0.938682275,0.061317725
24,24Q560,"Robert F. Wagner, Jr. Secondary School for Arts and Technology ",2019,0.881292043,0.06102319
24,24Q560,"Robert F. Wagner, Jr. Secondary School for Arts and Technology ",2020,0.911472975,0.058573108
24,24Q560,"Robert F. Wagner, Jr. Secondary School for Arts and Technology ",2021,0.865792587,0.134207413
31,31R002,I.S. R002 George L. Egbert ,2016,0.942097848,0.057902152
31,31R002,I.S. R002 George L. Egbert ,2017,0.932271203,0.067728797
31,31R002,I.S. R002 George L. Egbert ,2018,0.924534234,0.075465766
31,31R002,I.S. R002 George L. Egbert ,2019,0.929457755,0.070287394
31,31R002,I.S. R002 George L. Egbert ,2020,0.92988037,0.069947542
31,31R002,I.S. R002 George L. Egbert ,2021,0.915908189,0.084091811
31,31R007,I.S. 007 Elias Bernstein ,2016,0.943730852,0.056269148
31,31R007,I.S. 007 Elias Bernstein ,2017,0.941046603,0.058953397
31,31R007,I.S. 007 Elias Bernstein ,2018,0.934295583,0.065704417
31,31R007,I.S. 007 Elias Bernstein ,2019,0.938960844,0.060789439
31,31R007,I.S. 007 Elias Bernstein ,2020,0.946523885,0.053454101
31,31R007,I.S. 007 Elias Bernstein ,2021,0.94158164,0.05841836
31,31R024,I.S. 024 Myra S. Barnes ,2016,0.944992033,0.055007967
31,31R024,I.S. 024 Myra S. Barnes ,2017,0.939750274,0.060249726
31,31R024,I.S. 024 Myra S. Barnes ,2018,0.935561589,0.064438411
31,31R024,I.S. 024 Myra S. Barnes ,2019,0.944913115,0.054980367
31,31R024,I.S. 024 Myra S. Barnes ,2020,0.943288728,0.056209907
31,31R024,I.S. 024 Myra S. Barnes ,2021,0.889238255,0.110761745
31,31R027,I.S. 027 Anning S. Prall ,2016,0.922883152,0.077116848
31,31R027,I.S. 027 Anning S. Prall ,2017,0.920110959,0.079889041
31,31R027,I.S. 027 Anning S. Prall ,2018,0.914272547,0.085727453
31,31R027,I.S. 027 Anning S. Prall ,2019,0.912533133,0.087307624
31,31R027,I.S. 027 Anning S. Prall ,2020,0.916095666,0.083502985
31,31R027,I.S. 027 Anning S. Prall ,2021,0.848238342,0.151745212
31,31R028,The Eagle Academy for Young Men of Staten Island ,2016,0.927245897,0.072754103
31,31R028,The Eagle Academy for Young Men of Staten Island ,2017,0.928698806,0.071301194
31,31R028,The Eagle Academy for Young Men of Staten Island ,2018,0.921833367,0.078166633
31,31R028,The Eagle Academy for Young Men of Staten Island ,2019,0.888645527,0.093199126
31,31R028,The Eagle Academy for Young Men of Staten Island ,2020,0.892536557,0.099096227
31,31R028,The Eagle Academy for Young Men of Staten Island ,2021,0.837850261,0.162149739
31,31R034,I.S. 034 Tottenville ,2016,0.931228531,0.068771469
31,31R034,I.S. 034 Tottenville ,2017,0.930521507,0.069478493
31,31R034,I.S. 034 Tottenville ,2018,0.926247825,0.073752175
31,31R034,I.S. 034 Tottenville ,2019,0.933341976,0.066297105
31,31R034,I.S. 034 Tottenville ,2020,0.933837578,0.065766778
31,31R034,I.S. 034 Tottenville ,2021,0.962594567,0.037405433
31,31R048,P.S. 048 William G. Wilcox ,2016,0.950980624,0.049019376
31,31R048,P.S. 048 William G. Wilcox ,2017,0.950557237,0.049442763
31,31R048,P.S. 048 William G. Wilcox ,2018,0.947128173,0.052871827
31,31R048,P.S. 048 William G. Wilcox ,2019,0.949790919,0.049515585
31,31R048,P.S. 048 William G. Wilcox ,2020,0.9482219,0.051170615
31,31R048,P.S. 048 William G. Wilcox ,2021,0.9392844,0.0607156
31,31R049,I.S. 49 Berta A. Dreyfus ,2016,0.913607502,0.086392498
31,31R049,I.S. 49 Berta A. Dreyfus ,2017,0.908047594,0.091952406
31,31R049,I.S. 49 Berta A. Dreyfus ,2018,0.904888412,0.095111588
31,31R049,I.S. 49 Berta A. Dreyfus ,2019,0.910487228,0.089227363
31,31R049,I.S. 49 Berta A. Dreyfus ,2020,0.900782844,0.099123316
31,31R049,I.S. 49 Berta A. Dreyfus ,2021,0.744690869,0.255208993
31,31R051,I.S. 051 Edwin Markham ,2016,0.919161914,0.080838086
31,31R051,I.S. 051 Edwin Markham ,2017,0.910921899,0.089078101
31,31R051,I.S. 051 Edwin Markham ,2018,0.905488608,0.094511392
31,31R051,I.S. 051 Edwin Markham ,2019,0.902817452,0.097018916
31,31R051,I.S. 051 Edwin Markham ,2020,0.908703039,0.091290413
31,31R051,I.S. 051 Edwin Markham ,2021,0.815182094,0.184817906
31,31R061,I.S. 061 William A Morris ,2016,0.914417266,0.085582734
31,31R061,I.S. 061 William A Morris ,2017,0.905581205,0.094418795
31,31R061,I.S. 061 William A Morris ,2018,0.899433551,0.100566449
31,31R061,I.S. 061 William A Morris ,2019,0.900434773,0.094036797
31,31R061,I.S. 061 William A Morris ,2020,0.901822214,0.098168895
31,31R061,I.S. 061 William A Morris ,2021,0.781524969,0.218469362
31,31R063,Marsh Avenue School for Expeditionary Learning ,2016,0.955844786,0.044155214
31,31R063,Marsh Avenue School for Expeditionary Learning ,2017,0.952045971,0.047954029
31,31R063,Marsh Avenue School for Expeditionary Learning ,2018,0.946426829,0.053573171
31,31R063,Marsh Avenue School for Expeditionary Learning ,2019,0.945954482,0.048396936
31,31R063,Marsh Avenue School for Expeditionary Learning ,2020,0.949600953,0.050207174
31,31R063,Marsh Avenue School for Expeditionary Learning ,2021,0.942614954,0.057385046
31,31R072,I.S. 072 Rocco Laurie ,2016,0.940421326,0.059578674
31,31R072,I.S. 072 Rocco Laurie ,2017,0.936467002,0.063532998
31,31R072,I.S. 072 Rocco Laurie ,2018,0.935813321,0.064186679
31,31R072,I.S. 072 Rocco Laurie ,2019,0.939348663,0.06058199
31,31R072,I.S. 072 Rocco Laurie ,2020,0.939957077,0.059878533
31,31R072,I.S. 072 Rocco Laurie ,2021,0.843892509,0.156103722
31,31R075,I.S. 075 Frank D. Paulo ,2016,0.948100978,0.051899022
31,31R075,I.S. 075 Frank D. Paulo ,2017,0.94629504,0.05370496
31,31R075,I.S. 075 Frank D. Paulo ,2018,0.943543082,0.056456918
31,31R075,I.S. 075 Frank D. Paulo ,2019,0.945526461,0.054342249
31,31R075,I.S. 075 Frank D. Paulo ,2020,0.949887502,0.049992429
31,31R075,I.S. 075 Frank D. Paulo ,2021,0.957158063,0.042841937
31,31R080,The Michael J. Petrides School ,2016,0.933853869,0.066146131
31,31R080,The Michael J. Petrides School ,2017,0.936164726,0.063835274
31,31R080,The Michael J. Petrides School ,2018,0.931377015,0.068622985
31,31R080,The Michael J. Petrides School ,2019,0.90960639,0.063402221
31,31R080,The Michael J. Petrides School ,2020,0.916864686,0.067807544
31,31R080,The Michael J. Petrides School ,2021,0.839927636,0.154378116
31,31R861,Staten Island School of Civic Leadership ,2016,0.939951543,0.060048457
31,31R861,Staten Island School of Civic Leadership ,2017,0.936690257,0.063309743
31,31R861,Staten Island School of Civic Leadership ,2018,0.934289603,0.065710397
31,31R861,Staten Island School of Civic Leadership ,2019,0.930740011,0.068880726
31,31R861,Staten Island School of Civic Leadership ,2020,0.932538037,0.067452014
31,31R861,Staten Island School of Civic Leadership ,2021,0.904375769,0.095597989
